provinceName,currentConfirmedCount,confirmedCount,curedCount,deadCount,lastUpdate,date
上海市,32,361,326,3,2020-03-18 13:47:49.900,2020-03-18 00:00:00.000
北京市,83,469,378,8,2020-03-18 13:16:12.292,2020-03-18 00:00:00.000
广东省,49,1370,1313,8,2020-03-18 16:52:18.730,2020-03-18 00:00:00.000
辽宁省,2,125,122,1,2020-03-18 10:08:57.962,2020-03-18 00:00:00.000
黑龙江省,6,482,463,13,2020-03-18 13:25:52.203,2020-03-18 00:00:00.000
澳门,5,15,10,0,2020-03-18 22:16:04.645,2020-03-18 00:00:00.000
法属波利尼西亚,3,3,0,0,2020-03-18 12:11:15.953,2020-03-18 00:00:00.000
蒙古,4,4,0,0,2020-03-18 12:11:15.953,2020-03-18 00:00:00.000
梵蒂冈,1,1,0,0,2020-03-18 12:11:15.953,2020-03-18 00:00:00.000
湖北省,7751,67800,56927,3122,2020-03-18 22:16:04.645,2020-03-18 00:00:00.000
安提瓜和巴布达,1,1,0,0,2020-03-18 12:11:15.953,2020-03-18 00:00:00.000
圣卢西亚,2,2,0,0,2020-03-18 12:11:15.953,2020-03-18 00:00:00.000
圣文森特和格林纳丁斯,1,1,0,0,2020-03-18 12:11:15.953,2020-03-18 00:00:00.000
库拉索岛,3,3,0,0,2020-03-18 12:11:15.953,2020-03-18 00:00:00.000
摩纳哥,9,9,0,0,2020-03-18 12:11:15.953,2020-03-18 00:00:00.000
纳米比亚,2,2,0,0,2020-03-18 12:11:15.953,2020-03-18 00:00:00.000
塞舌尔,4,4,0,0,2020-03-18 12:11:15.953,2020-03-18 00:00:00.000
格陵兰,1,1,0,0,2020-03-18 12:11:15.953,2020-03-18 00:00:00.000
圣巴泰勒米岛,3,3,0,0,2020-03-18 12:11:15.953,2020-03-18 00:00:00.000
苏里南,1,1,0,0,2020-03-18 12:11:15.953,2020-03-18 00:00:00.000
四川省,12,540,525,3,2020-03-18 10:08:57.962,2020-03-18 00:00:00.000
贵州省,0,146,144,2,2020-03-18 09:37:43.374,2020-03-18 00:00:00.000
广西壮族自治区,1,253,250,2,2020-03-18 08:25:23.165,2020-03-18 00:00:00.000
圣巴泰勒米,3,3,0,0,2020-03-18 12:11:15.953,2020-03-18 00:00:00.000
圣巴泰勒米岛,3,3,0,0,2020-03-18 12:11:15.953,2020-03-18 00:00:00.000
美国,10000,10259,106,153,2020-03-19 23:26:24.464,2020-03-19 00:00:00.000
英国,2457,2626,65,104,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
俄罗斯,190,199,8,1,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
白俄罗斯,48,51,3,0,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
巴西,510,514,0,4,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
意大利,30175,37178,4025,2978,2020-03-19 23:57:16.927,2020-03-19 00:00:00.000
西班牙,15299,17147,1081,767,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
法国,8268,9134,602,264,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
秘鲁,145,145,0,0,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
印度尼西亚,281,309,9,19,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
印度,155,173,14,4,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
荷兰,2402,2460,0,58,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
土耳其,189,191,0,2,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
加拿大,708,727,10,9,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
比利时,1780,1795,1,14,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
沙特阿拉伯,232,238,6,0,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
巴基斯坦,297,301,2,2,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
卡塔尔,448,452,4,0,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
厄瓜多尔,153,155,0,2,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
新加坡,228,345,117,0,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
智利,238,238,0,0,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
瑞典,1268,1279,1,10,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
伊朗,11144,18407,5979,1284,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
孟加拉国,13,17,3,1,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
德国,13816,13979,135,28,2020-03-19 23:57:16.927,2020-03-19 00:00:00.000
阿联酋,109,140,31,0,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
乌克兰,14,16,0,2,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
哥伦比亚,102,102,0,0,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
印度尼西亚,281,309,9,19,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
墨西哥,116,118,1,1,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
波兰,269,287,13,5,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
多米尼加,20,21,0,1,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
爱尔兰,364,366,0,2,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
菲律宾,193,217,7,17,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
科威特,136,148,12,0,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
挪威,1556,1562,0,6,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
埃及,176,210,28,6,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
罗马尼亚,214,217,3,0,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
南非,116,116,0,0,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
日本,766,956,157,33,2020-03-19 23:57:16.927,2020-03-19 00:00:00.000
塞尔维亚,89,89,0,0,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
加纳,9,9,0,0,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
阿富汗,22,22,0,0,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
阿根廷,94,97,1,2,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
巴林,168,269,100,1,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
以色列,524,529,5,0,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
摩洛哥,55,58,1,2,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
哈萨克斯坦,44,44,0,0,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
摩尔多瓦,34,36,1,1,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
阿曼,27,39,12,0,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
捷克,569,572,3,0,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
阿尔及利亚,65,82,12,5,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
玻利维亚,11,11,0,0,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
亚美尼亚,121,122,1,0,2020-03-19 23:07:27.460,2020-03-19 00:00:00.000
波多黎各,5,5,0,0,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
奥地利,1633,1646,9,4,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
洪都拉斯,9,9,0,0,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
丹麦,1052,1057,1,4,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
匈牙利,70,73,2,1,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
芬兰,358,359,1,0,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
瑞士,3396,3438,3,39,2020-03-19 23:57:16.927,2020-03-19 00:00:00.000
赤道几内亚,4,4,0,0,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
几内亚,1,1,0,0,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
保加利亚,90,92,0,2,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
马来西亚,838,900,60,2,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
塞内加尔,34,36,2,0,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
喀麦隆,13,13,0,0,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
古巴,10,11,0,1,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
危地马拉,5,6,0,1,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
希腊,399,418,14,5,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
马约特,1,1,0,0,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
索马里,1,1,0,0,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
斯洛文尼亚,274,275,0,1,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
韩国,6527,8565,1947,91,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
刚果（金）,14,14,0,0,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
科特迪瓦,8,9,1,0,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
萨尔瓦多,1,1,0,0,2020-03-19 22:21:22.515,2020-03-19 00:00:00.000
阿塞拜疆,27,34,6,1,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
伊拉克,116,177,49,12,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
马尔代夫,13,13,0,0,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
波黑,24,24,0,0,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
加蓬,3,3,0,0,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
哥斯达黎加,68,69,0,1,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
乌兹别克斯坦,23,23,0,0,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
斯洛伐克,104,105,0,1,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
黎巴嫩,145,149,1,3,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
立陶宛,33,33,0,0,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
巴拉圭,9,9,0,0,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
澳大利亚,603,636,27,6,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
斯里兰卡,59,60,1,0,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
赤道几内亚,4,4,0,0,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
赞比亚共和国,2,2,0,0,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
牙买加,14,15,0,1,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
拉脱维亚,71,71,0,0,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
留尼旺,9,9,0,0,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
肯尼亚,7,7,0,0,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
委内瑞拉,33,33,0,0,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
爱沙尼亚,258,258,0,0,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
吉尔吉斯斯坦,3,3,0,0,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
塞浦路斯,58,58,0,0,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
格鲁吉亚,40,40,0,0,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
克罗地亚,65,69,4,0,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
索马里,1,1,0,0,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
刚果（布）,3,3,0,0,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
泽西岛,5,5,0,0,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
安道尔,53,54,1,0,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
尼泊尔,0,1,1,0,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
中非共和国,1,1,0,0,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
乌拉圭,79,79,0,0,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
卢森堡,331,335,0,4,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
约旦,56,57,1,0,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
马提尼克,16,16,0,0,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
斯威士兰,1,1,0,0,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
阿尔巴尼亚,58,59,0,1,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
泰国,229,272,42,1,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
埃塞俄比亚,6,6,0,0,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
法属圭亚那,7,7,0,0,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
马耳他,38,38,0,0,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
卢旺达,11,11,0,0,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
布基纳法索,26,27,0,1,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
多哥,1,1,0,0,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
利比里亚,2,2,0,0,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
开曼群岛,0,1,0,1,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
巴巴多斯,2,2,0,0,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
美属维尔京群岛,2,2,0,0,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
冰岛,250,250,0,0,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
尼加拉瓜,1,1,0,0,2020-03-19 22:21:22.515,2020-03-19 00:00:00.000
不丹,1,1,0,0,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
毛里塔尼亚,1,1,0,0,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
山东省,7,761,747,7,2020-03-19 08:24:04.440,2020-03-19 00:00:00.000
中国,7452,81263,70561,3250,2020-03-19 22:56:57.930,2020-03-19 00:00:00.000
内蒙古自治区,0,75,74,1,2020-03-19 08:16:31.828,2020-03-19 00:00:00.000
白俄罗斯,48,51,3,0,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
钻石公主号邮轮,247,712,458,7,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
特立尼达和多巴哥,5,5,0,0,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
新西兰,28,28,0,0,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
葡萄牙,638,642,3,1,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
巴拿马,108,109,0,1,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
尼日利亚,11,12,1,0,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
苏丹,1,2,0,1,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
圣马力诺,93,109,2,14,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
突尼斯,39,39,0,0,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
吉布提,1,1,0,0,2020-03-19 22:21:22.515,2020-03-19 00:00:00.000
北马其顿,35,35,0,0,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
坦桑尼亚,6,6,0,0,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
巴勒斯坦,44,44,0,0,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
贝宁,1,1,0,0,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
根西岛,1,1,0,0,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
法罗群岛,47,47,0,0,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
直布罗陀,3,3,0,0,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
关岛,3,3,0,0,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
瓜德罗普岛,18,18,0,0,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
越南,59,75,16,0,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
阿鲁巴,2,2,0,0,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
巴哈马,1,1,0,0,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
法属圭亚那,7,7,0,0,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
圭亚那,3,4,0,1,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
柬埔寨,34,35,1,0,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
黑山,2,2,0,0,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
冈比亚,1,1,0,0,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
文莱,73,73,0,0,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
毛里求斯,3,3,0,0,2020-03-19 21:38:05.219,2020-03-19 00:00:00.000
圣马丁岛,2,2,0,0,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
列支敦士登,7,7,0,0,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
香港,109,208,95,4,2020-03-19 21:28:02.746,2020-03-19 00:00:00.000
台湾,81,108,26,1,2020-03-19 14:51:57.392,2020-03-19 00:00:00.000
上海市,34,363,326,3,2020-03-19 07:55:57.610,2020-03-19 00:00:00.000
北京市,92,480,380,8,2020-03-19 12:59:31.822,2020-03-19 00:00:00.000
广东省,52,1378,1318,8,2020-03-19 10:42:12.681,2020-03-19 00:00:00.000
黑龙江省,10,483,460,13,2020-03-19 12:44:02.955,2020-03-19 00:00:00.000
澳门,7,17,10,0,2020-03-19 07:05:06.675,2020-03-19 00:00:00.000
法属波利尼西亚,3,3,0,0,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
蒙古,4,4,0,0,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
梵蒂冈,1,1,0,0,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
湖北省,6988,67800,57682,3130,2020-03-19 21:28:02.746,2020-03-19 00:00:00.000
安提瓜和巴布达,1,1,0,0,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
圣卢西亚,2,2,0,0,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
圣文森特和格林纳丁斯,1,1,0,0,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
库拉索岛,3,3,0,0,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
浙江省,16,1234,1217,1,2020-03-19 14:57:22.298,2020-03-19 00:00:00.000
摩纳哥,9,9,0,0,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
斐济,1,1,0,0,2020-03-19 22:21:22.515,2020-03-19 00:00:00.000
纳米比亚,2,2,0,0,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
塞舌尔,4,4,0,0,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
格陵兰,1,1,0,0,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
圣巴泰勒米岛,3,3,0,0,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
苏里南,1,1,0,0,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
四川省,1,540,536,3,2020-03-19 21:34:50.513,2020-03-19 00:00:00.000
甘肃省,41,134,91,2,2020-03-19 22:21:22.515,2020-03-19 00:00:00.000
圣巴泰勒米岛,3,3,0,0,2020-03-19 22:58:18.855,2020-03-19 00:00:00.000
美国,13921,14250,121,208,2020-03-20 23:29:10.425,2020-03-20 00:00:00.000
英国,3046,3269,79,144,2020-03-20 23:29:10.425,2020-03-20 00:00:00.000
俄罗斯,244,253,8,1,2020-03-20 23:29:10.425,2020-03-20 00:00:00.000
白俄罗斯,54,69,15,0,2020-03-20 23:29:10.425,2020-03-20 00:00:00.000
巴西,614,621,0,7,2020-03-20 23:29:10.425,2020-03-20 00:00:00.000
意大利,33190,41035,4440,3405,2020-03-20 23:29:10.425,2020-03-20 00:00:00.000
西班牙,17390,19980,1588,1002,2020-03-20 23:29:10.425,2020-03-20 00:00:00.000
法国,9323,10995,1300,372,2020-03-20 23:29:10.425,2020-03-20 00:00:00.000
秘鲁,233,234,0,1,2020-03-20 23:29:10.425,2020-03-20 00:00:00.000
印度尼西亚,328,369,9,32,2020-03-20 23:29:10.425,2020-03-20 00:00:00.000
印度,203,223,15,5,2020-03-20 23:29:10.425,2020-03-20 00:00:00.000
荷兰,2888,2994,0,106,2020-03-20 23:29:10.425,2020-03-20 00:00:00.000
土耳其,355,359,0,4,2020-03-20 23:29:10.425,2020-03-20 00:00:00.000
加拿大,900,923,11,12,2020-03-20 23:48:40.183,2020-03-20 00:00:00.000
比利时,2219,2257,1,37,2020-03-20 23:29:10.425,2020-03-20 00:00:00.000
沙特阿拉伯,268,274,6,0,2020-03-20 23:29:10.425,2020-03-20 00:00:00.000
巴基斯坦,444,448,2,2,2020-03-20 23:29:10.425,2020-03-20 00:00:00.000
卡塔尔,448,452,4,0,2020-03-20 23:29:10.425,2020-03-20 00:00:00.000
厄瓜多尔,257,260,0,3,2020-03-20 23:29:10.425,2020-03-20 00:00:00.000
新加坡,261,385,124,0,2020-03-20 23:29:10.425,2020-03-20 00:00:00.000
智利,342,342,0,0,2020-03-20 23:29:10.425,2020-03-20 00:00:00.000
瑞典,1411,1423,1,11,2020-03-20 23:29:10.425,2020-03-20 00:00:00.000
伊朗,11466,19644,6745,1433,2020-03-20 23:29:10.425,2020-03-20 00:00:00.000
孟加拉国,16,20,3,1,2020-03-20 23:29:10.425,2020-03-20 00:00:00.000
德国,15260,15439,135,44,2020-03-20 23:29:10.425,2020-03-20 00:00:00.000
阿联酋,109,140,31,0,2020-03-20 23:29:10.425,2020-03-20 00:00:00.000
乌克兰,23,26,0,3,2020-03-20 23:29:10.425,2020-03-20 00:00:00.000
哥伦比亚,128,128,0,0,2020-03-20 23:29:10.425,2020-03-20 00:00:00.000
印度尼西亚,328,369,9,32,2020-03-20 23:29:10.425,2020-03-20 00:00:00.000
墨西哥,162,164,1,1,2020-03-20 23:29:10.425,2020-03-20 00:00:00.000
波兰,337,355,13,5,2020-03-20 23:29:10.425,2020-03-20 00:00:00.000
多米尼加,33,34,0,1,2020-03-20 23:29:10.425,2020-03-20 00:00:00.000
爱尔兰,555,557,0,2,2020-03-20 23:29:10.425,2020-03-20 00:00:00.000
菲律宾,205,230,7,18,2020-03-20 23:29:10.425,2020-03-20 00:00:00.000
科威特,147,159,12,0,2020-03-20 23:29:10.425,2020-03-20 00:00:00.000
挪威,1751,1758,0,7,2020-03-20 23:29:10.425,2020-03-20 00:00:00.000
埃及,222,256,28,6,2020-03-20 23:29:10.425,2020-03-20 00:00:00.000
罗马尼亚,252,277,25,0,2020-03-20 23:29:10.425,2020-03-20 00:00:00.000
南非,202,202,0,0,2020-03-20 23:29:10.425,2020-03-20 00:00:00.000
日本,778,969,157,34,2020-03-20 23:29:10.425,2020-03-20 00:00:00.000
塞尔维亚,118,118,0,0,2020-03-20 23:29:10.425,2020-03-20 00:00:00.000
加纳,16,16,0,0,2020-03-20 23:29:10.425,2020-03-20 00:00:00.000
阿富汗,24,24,0,0,2020-03-20 23:29:10.425,2020-03-20 00:00:00.000
阿根廷,124,128,1,3,2020-03-20 23:29:10.425,2020-03-20 00:00:00.000
巴林,184,285,100,1,2020-03-20 23:29:10.425,2020-03-20 00:00:00.000
以色列,691,705,14,0,2020-03-20 23:29:10.425,2020-03-20 00:00:00.000
摩洛哥,61,66,2,3,2020-03-20 23:29:10.425,2020-03-20 00:00:00.000
哈萨克斯坦,49,49,0,0,2020-03-20 23:29:10.425,2020-03-20 00:00:00.000
摩尔多瓦,47,49,1,1,2020-03-20 23:29:10.425,2020-03-20 00:00:00.000
阿曼,35,48,13,0,2020-03-20 23:29:10.425,2020-03-20 00:00:00.000
捷克,771,774,3,0,2020-03-20 23:29:10.425,2020-03-20 00:00:00.000
阿尔及利亚,72,90,12,6,2020-03-20 23:29:10.425,2020-03-20 00:00:00.000
玻利维亚,12,12,0,0,2020-03-20 23:29:10.425,2020-03-20 00:00:00.000
亚美尼亚,135,136,1,0,2020-03-20 23:29:10.425,2020-03-20 00:00:00.000
波多黎各,5,5,0,0,2020-03-20 23:29:10.425,2020-03-20 00:00:00.000
奥地利,2000,2013,9,4,2020-03-20 23:29:10.425,2020-03-20 00:00:00.000
洪都拉斯,24,24,0,0,2020-03-20 23:29:10.425,2020-03-20 00:00:00.000
丹麦,1219,1226,1,6,2020-03-20 23:29:10.425,2020-03-20 00:00:00.000
匈牙利,82,85,2,1,2020-03-20 23:29:10.425,2020-03-20 00:00:00.000
芬兰,399,400,1,0,2020-03-20 23:29:10.425,2020-03-20 00:00:00.000
瑞士,3846,3888,3,39,2020-03-20 23:29:10.425,2020-03-20 00:00:00.000
赤道几内亚,6,6,0,0,2020-03-20 23:29:10.425,2020-03-20 00:00:00.000
几内亚,2,2,0,0,2020-03-20 23:29:10.425,2020-03-20 00:00:00.000
保加利亚,105,107,0,2,2020-03-20 23:29:10.425,2020-03-20 00:00:00.000
马来西亚,940,1030,87,3,2020-03-20 23:29:10.425,2020-03-20 00:00:00.000
塞内加尔,36,38,2,0,2020-03-20 23:29:10.425,2020-03-20 00:00:00.000
喀麦隆,21,21,0,0,2020-03-20 23:29:10.425,2020-03-20 00:00:00.000
古巴,15,16,0,1,2020-03-20 23:29:10.425,2020-03-20 00:00:00.000
危地马拉,5,6,0,1,2020-03-20 23:29:10.425,2020-03-20 00:00:00.000
希腊,445,464,14,5,2020-03-20 23:29:10.425,2020-03-20 00:00:00.000
马约特,3,3,0,0,2020-03-20 23:29:10.425,2020-03-20 00:00:00.000
索马里,1,1,0,0,2020-03-20 23:29:10.425,2020-03-20 00:00:00.000
斯洛文尼亚,285,286,0,1,2020-03-20 23:29:10.425,2020-03-20 00:00:00.000
韩国,6319,8652,2233,100,2020-03-20 23:29:10.425,2020-03-20 00:00:00.000
刚果（金）,18,18,0,0,2020-03-20 23:29:10.425,2020-03-20 00:00:00.000
科特迪瓦,8,9,1,0,2020-03-20 23:29:10.425,2020-03-20 00:00:00.000
萨尔瓦多,1,1,0,0,2020-03-20 23:29:10.425,2020-03-20 00:00:00.000
阿塞拜疆,27,34,6,1,2020-03-20 23:29:10.425,2020-03-20 00:00:00.000
伊拉克,130,192,49,13,2020-03-20 23:29:10.425,2020-03-20 00:00:00.000
马尔代夫,13,13,0,0,2020-03-20 23:29:10.425,2020-03-20 00:00:00.000
波黑,64,64,0,0,2020-03-20 23:29:10.425,2020-03-20 00:00:00.000
加蓬,3,4,0,1,2020-03-20 23:29:10.425,2020-03-20 00:00:00.000
哥斯达黎加,86,87,0,1,2020-03-20 23:29:10.425,2020-03-20 00:00:00.000
乌兹别克斯坦,33,33,0,0,2020-03-20 23:29:10.425,2020-03-20 00:00:00.000
斯洛伐克,122,123,0,1,2020-03-20 23:29:10.425,2020-03-20 00:00:00.000
黎巴嫩,158,163,1,4,2020-03-20 23:29:10.425,2020-03-20 00:00:00.000
立陶宛,41,41,0,0,2020-03-20 23:29:10.425,2020-03-20 00:00:00.000
巴拉圭,11,11,0,0,2020-03-20 23:29:10.425,2020-03-20 00:00:00.000
澳大利亚,843,877,27,7,2020-03-20 23:29:10.425,2020-03-20 00:00:00.000
斯里兰卡,70,71,1,0,2020-03-20 23:29:10.425,2020-03-20 00:00:00.000
赤道几内亚,6,6,0,0,2020-03-20 23:29:10.425,2020-03-20 00:00:00.000
赞比亚共和国,2,2,0,0,2020-03-20 23:29:10.425,2020-03-20 00:00:00.000
牙买加,14,15,0,1,2020-03-20 23:29:10.425,2020-03-20 00:00:00.000
拉脱维亚,86,86,0,0,2020-03-20 23:29:10.425,2020-03-20 00:00:00.000
留尼旺,12,12,0,0,2020-03-20 23:29:10.425,2020-03-20 00:00:00.000
肯尼亚,7,7,0,0,2020-03-20 23:29:10.425,2020-03-20 00:00:00.000
委内瑞拉,42,42,0,0,2020-03-20 23:29:10.425,2020-03-20 00:00:00.000
